Gender,Grade,High School,School ID,Student ID,Student Name,Type,Budget,Math Score,Reading Score,Size
M,12th,Huang,0,2329,Ryan Carpenter,District,1910635,81,99,2917
M,12th,Johnson,12,31335,James King,District,3094650,58,63,4761
M,12th,Johnson,12,33196,William Rose,District,3094650,58,63,4761
M,12th,Johnson,12,32201,Travis Rodriguez,District,3094650,66,63,4761
M,12th,Johnson,12,31077,William Martinez,District,3094650,66,63,4761
M,12th,Johnson,12,32601,George Peterson,District,3094650,67,63,4761
M,12th,Johnson,12,30153,Gary Tucker,District,3094650,72,63,4761
M,12th,Johnson,12,30304,Stephen Williams,District,3094650,73,63,4761
M,12th,Johnson,12,33556,Roger Cobb,District,3094650,79,63,4761
M,12th,Johnson,12,32711,Darin Wilson,District,3094650,82,63,4761
M,12th,Johnson,12,32862,Sergio Reyes,District,3094650,83,63,4761
M,12th,Johnson,12,32736,William Mcclain,District,3094650,84,63,4761
M,12th,Johnson,12,30456,Luis May,District,3094650,87,63,4761
M,12th,Johnson,12,34252,Bob Fletcher,District,3094650,90,63,4761
M,12th,Johnson,12,33921,Mr. Brian Schmidt DVM,District,3094650,94,63,4761
M,12th,Johnson,12,34522,Andrew Holden,District,3094650,98,63,4761
M,12th,Johnson,12,32088,Erik Washington,District,3094650,99,63,4761
M,12th,Johnson,12,30272,Kyle Charles,District,3094650,99,63,4761
M,12th,Johnson,12,32501,Matthew Flores,District,3094650,99,63,4761
M,12th,Johnson,12,33707,Joshua Pham,District,3094650,55,64,4761
M,12th,Johnson,12,33936,Matthew Wilson,District,3094650,61,64,4761
M,12th,Johnson,12,31913,Patrick Hester,District,3094650,61,64,4761
M,12th,Johnson,12,32370,Eric Ponce,District,3094650,63,64,4761
M,12th,Johnson,12,31222,Brian Vazquez,District,3094650,69,64,4761
M,12th,Johnson,12,34614,Eric Goodman,District,3094650,72,64,4761
M,12th,Johnson,12,33205,Patrick Powell,District,3094650,72,64,4761
M,12th,Johnson,12,34596,Adam Howard,District,3094650,79,64,4761
M,12th,Johnson,12,33010,Paul Duke,District,3094650,85,64,4761
M,12th,Johnson,12,33600,James Parker,District,3094650,92,64,4761
M,12th,Johnson,12,32212,Jordan Mueller,District,3094650,92,64,4761
M,12th,Johnson,12,31948,Jose Lopez,District,3094650,93,64,4761
M,12th,Johnson,12,32935,Arthur Huynh,District,3094650,95,64,4761
M,12th,Johnson,12,31808,Samuel Ross,District,3094650,98,64,4761
M,12th,Johnson,12,34286,Richard Nicholson,District,3094650,55,65,4761
M,12th,Johnson,12,30682,Matthew Clark,District,3094650,60,65,4761
M,12th,Johnson,12,32256,Tony Barnes,District,3094650,67,65,4761
M,12th,Johnson,12,34212,William Brown,District,3094650,70,65,4761
M,12th,Johnson,12,31524,Blake Garcia,District,3094650,75,65,4761
M,12th,Johnson,12,31070,Justin Lee,District,3094650,75,65,4761
M,12th,Johnson,12,34389,William Romero,District,3094650,75,65,4761
M,12th,Johnson,12,32429,Jeremy Rogers,District,3094650,78,65,4761
M,12th,Johnson,12,31089,Russell Holland,District,3094650,87,65,4761
M,12th,Johnson,12,34451,John Owens,District,3094650,92,65,4761
M,12th,Johnson,12,30534,Alejandro Rogers,District,3094650,93,65,4761
M,12th,Johnson,12,32775,Jacob Diaz,District,3094650,93,65,4761
M,12th,Johnson,12,30545,Cody Johnson,District,3094650,97,65,4761
M,12th,Johnson,12,30593,William Hernandez,District,3094650,66,66,4761
M,12th,Johnson,12,32391,Bradley Clark,District,3094650,67,66,4761
M,12th,Johnson,12,30141,Micheal Lynn,District,3094650,67,66,4761
M,12th,Johnson,12,31128,James Davis,District,3094650,70,66,4761
M,12th,Johnson,12,33662,David Jones,District,3094650,85,66,4761
M,12th,Johnson,12,30724,Mr. Tyler Foster,District,3094650,89,66,4761
M,12th,Johnson,12,34062,Victor Walker,District,3094650,92,66,4761
M,12th,Johnson,12,33752,Charles Underwood,District,3094650,97,66,4761
M,12th,Johnson,12,30863,Gary Hogan,District,3094650,97,66,4761
M,12th,Johnson,12,32267,Peter Heath,District,3094650,55,67,4761
M,12th,Johnson,12,34719,Michael Wells,District,3094650,56,67,4761
M,12th,Johnson,12,32588,Gregory Porter,District,3094650,57,67,4761
M,12th,Johnson,12,31617,Joshua Holmes,District,3094650,57,67,4761
M,12th,Johnson,12,34579,Matthew Flores,District,3094650,60,67,4761
M,12th,Johnson,12,30133,Dustin Rogers,District,3094650,61,67,4761
M,12th,Johnson,12,34254,Jose Moreno,District,3094650,66,67,4761
M,12th,Johnson,12,34014,John Griffith,District,3094650,67,67,4761
M,12th,Johnson,12,33917,William Flores,District,3094650,67,67,4761
M,12th,Johnson,12,32581,Thomas Briggs,District,3094650,74,67,4761
M,12th,Johnson,12,31317,James Cooper,District,3094650,78,67,4761
M,12th,Johnson,12,33565,Brandon Skinner,District,3094650,86,67,4761
M,12th,Johnson,12,31087,Clifford Villegas,District,3094650,86,67,4761
M,12th,Johnson,12,30075,Carlos Porter,District,3094650,88,67,4761
M,12th,Johnson,12,32752,Michael Beasley,District,3094650,88,67,4761
M,12th,Johnson,12,30047,Shawn Black,District,3094650,89,67,4761
M,12th,Johnson,12,33499,Richard Pierce,District,3094650,90,67,4761
M,12th,Johnson,12,30119,Phillip Franklin,District,3094650,96,67,4761
M,12th,Johnson,12,30104,Marc Alvarez,District,3094650,58,68,4761
M,12th,Johnson,12,30901,Curtis Ross,District,3094650,71,68,4761
M,12th,Johnson,12,33815,Fernando Wilson,District,3094650,73,68,4761
M,12th,Johnson,12,30680,Robert Kelley,District,3094650,76,68,4761
M,12th,Johnson,12,33179,Christopher Bird,District,3094650,81,68,4761
M,12th,Johnson,12,34107,Bob Olson,District,3094650,85,68,4761
M,12th,Johnson,12,30479,Gregory Glass,District,3094650,85,68,4761
M,12th,Johnson,12,32055,Andrew Hahn,District,3094650,88,68,4761
M,12th,Johnson,12,30957,Douglas Miller,District,3094650,88,68,4761
M,12th,Johnson,12,30372,Nathaniel Hanna,District,3094650,89,68,4761
M,12th,Johnson,12,31548,Michael Dalton,District,3094650,90,68,4761
M,12th,Johnson,12,33798,William Hill,District,3094650,93,68,4761
M,12th,Johnson,12,33928,James Matthews,District,3094650,96,68,4761
M,12th,Johnson,12,32592,Sean Johnson,District,3094650,58,69,4761
M,12th,Johnson,12,33102,John Leon,District,3094650,59,69,4761
M,12th,Johnson,12,32964,Christopher Thompson,District,3094650,62,69,4761
M,12th,Johnson,12,30913,Stanley Bishop,District,3094650,64,69,4761
M,12th,Johnson,12,34660,Timothy Griffin,District,3094650,65,69,4761
M,12th,Johnson,12,33364,Brandon Mitchell,District,3094650,67,69,4761
M,12th,Johnson,12,30237,Scott Henry,District,3094650,68,69,4761
M,12th,Johnson,12,33242,Dennis Hall,District,3094650,69,69,4761
M,12th,Johnson,12,32518,Christopher Hart,District,3094650,71,69,4761
M,12th,Johnson,12,34013,Travis Hill,District,3094650,71,69,4761
M,12th,Johnson,12,32959,Anthony Rose,District,3094650,74,69,4761
M,12th,Johnson,12,34235,Eric Williams,District,3094650,74,69,4761
M,12th,Johnson,12,30875,Todd Jones,District,3094650,75,69,4761
M,12th,Johnson,12,30717,James Elliott,District,3094650,86,69,4761
M,12th,Johnson,12,30147,Martin Newman,District,3094650,87,69,4761
M,12th,Johnson,12,32316,Dr. Sean Neal,District,3094650,90,69,4761
M,12th,Johnson,12,34571,Timothy Hall,District,3094650,94,69,4761
M,12th,Johnson,12,33709,Brian Livingston,District,3094650,60,70,4761
M,12th,Johnson,12,33113,Manuel Johnson,District,3094650,61,70,4761
M,12th,Johnson,12,32294,Jonathan Harris,District,3094650,63,70,4761
M,12th,Johnson,12,33778,Douglas Hill,District,3094650,64,70,4761
M,12th,Johnson,12,33230,Antonio Davis,District,3094650,65,70,4761
M,12th,Johnson,12,32019,Cory Nguyen,District,3094650,65,70,4761
M,12th,Johnson,12,31537,Jay Martin,District,3094650,73,70,4761
M,12th,Johnson,12,33682,Jose Hayes,District,3094650,83,70,4761
M,12th,Johnson,12,31874,Matthew Taylor,District,3094650,83,70,4761
M,12th,Johnson,12,30046,Martin Hudson,District,3094650,88,70,4761
M,12th,Johnson,12,33231,Danny Rasmussen,District,3094650,93,70,4761
M,12th,Johnson,12,31116,Kelly Moore,District,3094650,97,70,4761
M,12th,Johnson,12,31298,Christopher Morrison,District,3094650,64,71,4761
M,12th,Johnson,12,34706,Keith Maddox,District,3094650,69,71,4761
M,12th,Johnson,12,34181,Jacob Johnson,District,3094650,71,71,4761
M,12th,Johnson,12,34658,John Warner,District,3094650,72,71,4761
M,12th,Johnson,12,32385,Benjamin Herring,District,3094650,73,71,4761
M,12th,Johnson,12,33927,Kevin Briggs Jr.,District,3094650,76,71,4761
M,12th,Johnson,12,33466,Aaron Burns,District,3094650,77,71,4761
M,12th,Johnson,12,31119,Eric Rogers,District,3094650,82,71,4761
M,12th,Johnson,12,34637,Michael Baker,District,3094650,86,71,4761
M,12th,Johnson,12,32536,John Osborne,District,3094650,88,71,4761
M,12th,Johnson,12,34413,Brian Gregory,District,3094650,89,71,4761
M,12th,Johnson,12,30444,Mark Parker,District,3094650,89,71,4761
M,12th,Johnson,12,30168,Zachary Silva,District,3094650,94,71,4761
M,12th,Johnson,12,32130,Ronald Lee,District,3094650,99,71,4761
M,12th,Johnson,12,33140,Stephen Dillon,District,3094650,58,72,4761
M,12th,Johnson,12,32715,Ethan Guerrero,District,3094650,62,72,4761
M,12th,Johnson,12,31275,Juan Young,District,3094650,62,72,4761
M,12th,Johnson,12,31260,Jeffrey Wiley,District,3094650,66,72,4761
M,12th,Johnson,12,31635,David Taylor,District,3094650,68,72,4761
M,12th,Johnson,12,33903,Eric Horton,District,3094650,68,72,4761
M,12th,Johnson,12,31049,Christopher Pittman,District,3094650,69,72,4761
M,12th,Johnson,12,34606,Gregory Mccormick,District,3094650,69,72,4761
M,12th,Johnson,12,33197,Jacob Mccall,District,3094650,78,72,4761
M,12th,Johnson,12,31167,Matthew Ross,District,3094650,84,72,4761
M,12th,Johnson,12,32829,Michael Gonzales,District,3094650,85,72,4761
M,12th,Johnson,12,31628,Luis Silva,District,3094650,86,72,4761
M,12th,Johnson,12,31427,Greg Gregory,District,3094650,93,72,4761
M,12th,Johnson,12,33457,Paul Cortez,District,3094650,55,73,4761
M,12th,Johnson,12,32966,Adam Rodriguez,District,3094650,67,73,4761
M,12th,Johnson,12,32565,Richard Foley,District,3094650,68,73,4761
M,12th,Johnson,12,32003,Ryan Martinez MD,District,3094650,77,73,4761
M,12th,Johnson,12,30621,Christopher Harris,District,3094650,78,73,4761
M,12th,Johnson,12,30701,Christopher Ryan,District,3094650,81,73,4761
M,12th,Johnson,12,34007,Gregory Munoz,District,3094650,86,73,4761
M,12th,Johnson,12,31171,John Cole,District,3094650,87,73,4761
M,12th,Johnson,12,30791,Eric Powell,District,3094650,90,73,4761
M,12th,Johnson,12,34379,Michael Murphy,District,3094650,90,73,4761
M,12th,Johnson,12,31785,Gregory Hartman,District,3094650,94,73,4761
M,12th,Johnson,12,33629,Jeremy Parker,District,3094650,98,73,4761
M,12th,Johnson,12,32163,James Joseph,District,3094650,63,74,4761
M,12th,Johnson,12,34305,Anthony Bean,District,3094650,69,74,4761
M,12th,Johnson,12,32471,Edward Richmond,District,3094650,71,74,4761
M,12th,Johnson,12,30303,Michael Randall,District,3094650,72,74,4761
M,12th,Johnson,12,30088,Edward Santana,District,3094650,75,74,4761
M,12th,Johnson,12,32266,Luis Smith,District,3094650,75,74,4761
M,12th,Johnson,12,34219,Alex Silva,District,3094650,78,74,4761
M,12th,Johnson,12,33452,Mark White,District,3094650,78,74,4761
M,12th,Johnson,12,32626,Robert Hensley,District,3094650,78,74,4761
M,12th,Johnson,12,34233,Anthony Woods Jr.,District,3094650,79,74,4761
M,12th,Johnson,12,30677,Lee Webb,District,3094650,79,74,4761
M,12th,Johnson,12,33688,Charles Morgan,District,3094650,92,74,4761
M,12th,Johnson,12,34276,Christopher Burgess,District,3094650,92,74,4761
M,12th,Johnson,12,30050,Joshua Robertson,District,3094650,92,74,4761
M,12th,Johnson,12,34684,Jacob Jones,District,3094650,98,74,4761
M,12th,Johnson,12,30887,Thomas Walter,District,3094650,57,75,4761
M,12th,Johnson,12,32121,Joshua Long,District,3094650,60,75,4761
M,12th,Johnson,12,30944,Douglas Cisneros,District,3094650,63,75,4761
M,12th,Johnson,12,34556,Tony Walker,District,3094650,63,75,4761
M,12th,Johnson,12,33791,Adam Harris,District,3094650,64,75,4761
M,12th,Johnson,12,30793,Nicholas Vasquez,District,3094650,69,75,4761
M,12th,Johnson,12,34690,Jordan Harvey,District,3094650,72,75,4761
M,12th,Johnson,12,30738,Tony Bailey,District,3094650,74,75,4761
M,12th,Johnson,12,32386,Luis Kim,District,3094650,75,75,4761
M,12th,Johnson,12,32841,Bob Hayes,District,3094650,76,75,4761
M,12th,Johnson,12,30582,Michael Smith,District,3094650,77,75,4761
M,12th,Johnson,12,31522,Benjamin Kim,District,3094650,90,75,4761
M,12th,Johnson,12,32422,Joseph Larsen,District,3094650,93,75,4761
M,12th,Johnson,12,32928,Matthew Willis,District,3094650,96,75,4761
M,12th,Johnson,12,33309,Michael Jennings,District,3094650,96,75,4761
M,12th,Johnson,12,30094,Dr. Robert Hurley,District,3094650,59,76,4761
M,12th,Johnson,12,34038,Joseph Holder,District,3094650,71,76,4761
M,12th,Johnson,12,34482,Kelly Green,District,3094650,78,76,4761
M,12th,Johnson,12,30449,Robert Cook,District,3094650,80,76,4761
M,12th,Johnson,12,34435,Adam Robinson,District,3094650,86,76,4761
M,12th,Johnson,12,30491,Keith Knapp,District,3094650,90,76,4761
M,12th,Johnson,12,32047,Jeffrey Russell,District,3094650,97,76,4761
M,12th,Johnson,12,33799,Jorge Lee,District,3094650,97,76,4761
M,12th,Johnson,12,31577,Michael Harris,District,3094650,97,76,4761
M,12th,Johnson,12,31815,Pedro Aguilar,District,3094650,98,76,4761
M,12th,Johnson,12,31179,Patrick Vazquez,District,3094650,57,77,4761
M,12th,Johnson,12,32653,Christopher Bowers Jr.,District,3094650,72,77,4761
M,12th,Johnson,12,34332,Todd Morales,District,3094650,72,77,4761
M,12th,Johnson,12,34468,Jason Holland,District,3094650,74,77,4761
M,12th,Johnson,12,30750,Jeremiah Foster,District,3094650,75,77,4761
M,12th,Johnson,12,32437,Brian Daugherty,District,3094650,76,77,4761
M,12th,Johnson,12,33696,Jerry Taylor,District,3094650,77,77,4761
M,12th,Johnson,12,32619,Matthew Smith,District,3094650,77,77,4761
M,12th,Johnson,12,31857,Bill Dennis,District,3094650,82,77,4761
M,12th,Johnson,12,32463,Cody Orozco,District,3094650,88,77,4761
M,12th,Johnson,12,34688,Jeremy Moore,District,3094650,97,77,4761
M,12th,Johnson,12,32613,Randy Webb,District,3094650,63,78,4761
M,12th,Johnson,12,34550,Alexander Carroll,District,3094650,65,78,4761
M,12th,Johnson,12,32144,Douglas Bryant,District,3094650,66,78,4761
M,12th,Johnson,12,34023,Alexander Anderson,District,3094650,67,78,4761
M,12th,Johnson,12,33825,Lee Johnson,District,3094650,70,78,4761
M,12th,Johnson,12,30906,David Harris,District,3094650,76,78,4761
M,12th,Johnson,12,30595,Chad Holt,District,3094650,89,78,4761
M,12th,Johnson,12,32825,John Flores,District,3094650,94,78,4761
M,12th,Johnson,12,34116,John Weaver,District,3094650,94,78,4761
M,12th,Johnson,12,31337,Brett Daniels,District,3094650,95,78,4761
M,12th,Johnson,12,32217,Isaiah Beard,District,3094650,97,78,4761
M,12th,Johnson,12,30586,Daniel Collins,District,3094650,98,78,4761
M,12th,Johnson,12,31561,Jerry Adams,District,3094650,58,79,4761
M,12th,Johnson,12,32671,James Wiggins,District,3094650,60,79,4761
M,12th,Johnson,12,32348,Jim Marshall,District,3094650,65,79,4761
M,12th,Johnson,12,30940,Joseph Watson,District,3094650,69,79,4761
M,12th,Johnson,12,31893,Thomas Franklin,District,3094650,81,79,4761
M,12th,Johnson,12,30869,Travis Coleman,District,3094650,81,79,4761
M,12th,Johnson,12,31168,Daniel Sanders,District,3094650,90,79,4761
M,12th,Johnson,12,30932,Adam Brown,District,3094650,97,79,4761
M,12th,Johnson,12,33992,Jack Blanchard,District,3094650,99,79,4761
M,12th,Johnson,12,32906,Jesse Moore,District,3094650,59,80,4761
M,12th,Johnson,12,33129,Brent Benitez,District,3094650,60,80,4761
M,12th,Johnson,12,31255,Danny Ford,District,3094650,60,80,4761
M,12th,Johnson,12,31213,Jason Long,District,3094650,60,80,4761
M,12th,Johnson,12,32605,Kenneth Garza,District,3094650,62,80,4761
M,12th,Johnson,12,33578,Jeffrey Jones DVM,District,3094650,63,80,4761
M,12th,Johnson,12,33488,Jesse Walker,District,3094650,67,80,4761
M,12th,Johnson,12,31035,Brandon Foster,District,3094650,68,80,4761
M,12th,Johnson,12,34735,Sean Reed DDS,District,3094650,68,80,4761
M,12th,Johnson,12,33090,Eric Jones,District,3094650,71,80,4761
M,12th,Johnson,12,30471,Michael Mann,District,3094650,77,80,4761
M,12th,Johnson,12,30776,Paul Mills,District,3094650,87,80,4761
M,12th,Johnson,12,33604,Joel Orozco,District,3094650,88,80,4761
M,12th,Johnson,12,30356,John Wright,District,3094650,93,80,4761
M,12th,Johnson,12,33762,Jeffrey Carpenter,District,3094650,56,81,4761
M,12th,Johnson,12,30736,Mario Shelton,District,3094650,61,81,4761
M,12th,Johnson,12,33667,Scott Carlson,District,3094650,66,81,4761
M,12th,Johnson,12,34444,Scott Jones,District,3094650,70,81,4761
M,12th,Johnson,12,34520,Johnny Torres,District,3094650,73,81,4761
M,12th,Johnson,12,33681,Philip Moyer,District,3094650,73,81,4761
M,12th,Johnson,12,32835,Bobby Cowan,District,3094650,75,81,4761
M,12th,Johnson,12,32897,Matthew Jones,District,3094650,75,81,4761
M,12th,Johnson,12,32912,John Horn,District,3094650,79,81,4761
M,12th,Johnson,12,30130,Richard Garza,District,3094650,82,81,4761
M,12th,Johnson,12,32136,Scott Hernandez,District,3094650,87,81,4761
M,12th,Johnson,12,33315,Timothy Drake,District,3094650,91,81,4761
M,12th,Johnson,12,33130,Michael Whitaker,District,3094650,99,81,4761
M,12th,Johnson,12,33581,Matthew Rivera,District,3094650,57,82,4761
M,12th,Johnson,12,31013,Raymond Price,District,3094650,57,82,4761
M,12th,Johnson,12,34651,Thomas Cummings,District,3094650,59,82,4761
M,12th,Johnson,12,34493,James Lyons,District,3094650,64,82,4761
M,12th,Johnson,12,31602,Dakota Singleton,District,3094650,67,82,4761
M,12th,Johnson,12,30171,Timothy Ramirez,District,3094650,68,82,4761
M,12th,Johnson,12,31788,Angel Mills,District,3094650,70,82,4761
M,12th,Johnson,12,30633,Stephen Weaver,District,3094650,70,82,4761
M,12th,Johnson,12,33209,Andrew Ferguson,District,3094650,72,82,4761
M,12th,Johnson,12,34040,Ralph Brown,District,3094650,74,82,4761
M,12th,Johnson,12,34473,Wyatt Sparks,District,3094650,79,82,4761
M,12th,Johnson,12,33996,Charles Rowe,District,3094650,84,82,4761
M,12th,Johnson,12,31398,Miguel White,District,3094650,84,82,4761
M,12th,Johnson,12,33253,Michael Patel,District,3094650,85,82,4761
M,12th,Johnson,12,31533,Nicholas Gibson,District,3094650,85,82,4761
M,12th,Johnson,12,33810,Derrick Young,District,3094650,87,82,4761
M,12th,Johnson,12,34705,Brandon Galvan,District,3094650,90,82,4761
M,12th,Johnson,12,31493,Kevin Gaines,District,3094650,96,82,4761
M,12th,Johnson,12,33689,Bruce Cummings DVM,District,3094650,57,83,4761
M,12th,Johnson,12,30277,Joseph Wade,District,3094650,59,83,4761
M,12th,Johnson,12,30611,Matthew Walker,District,3094650,62,83,4761
M,12th,Johnson,12,33222,Jason Anderson,District,3094650,67,83,4761
M,12th,Johnson,12,33486,Chase Best,District,3094650,69,83,4761
M,12th,Johnson,12,34030,Eric Hughes,District,3094650,70,83,4761
M,12th,Johnson,12,30109,Paul Jackson,District,3094650,70,83,4761
M,12th,Johnson,12,33657,Peter Armstrong,District,3094650,75,83,4761
M,12th,Johnson,12,34562,Mr. Jay Maxwell,District,3094650,81,83,4761
M,12th,Johnson,12,32564,Matthew Edwards,District,3094650,87,83,4761
M,12th,Johnson,12,34563,Raymond Campbell,District,3094650,89,83,4761
M,12th,Johnson,12,33145,Jesse Hudson,District,3094650,95,83,4761
M,12th,Johnson,12,33251,Michael Torres MD,District,3094650,55,84,4761
M,12th,Johnson,12,33520,Willie Drake,District,3094650,56,84,4761
M,12th,Johnson,12,33244,Austin Sawyer,District,3094650,58,84,4761
M,12th,Johnson,12,33033,Dennis Graham,District,3094650,58,84,4761
M,12th,Johnson,12,30640,Jeffrey Hinton,District,3094650,58,84,4761
M,12th,Johnson,12,33201,Jose Walker,District,3094650,61,84,4761
M,12th,Johnson,12,30387,Joshua Morrison,District,3094650,65,84,4761
M,12th,Johnson,12,32763,Jared Johnson,District,3094650,74,84,4761
M,12th,Johnson,12,33287,Logan Gibson,District,3094650,82,84,4761
M,12th,Johnson,12,31209,Daniel Smith,District,3094650,84,84,4761
M,12th,Johnson,12,32744,Tom Beck,District,3094650,97,84,4761
M,12th,Johnson,12,32352,Timothy Wilson,District,3094650,55,85,4761
M,12th,Johnson,12,32312,Kevin Smith,District,3094650,57,85,4761
M,12th,Johnson,12,33046,Joshua Nguyen,District,3094650,60,85,4761
M,12th,Johnson,12,30260,Christopher Miller,District,3094650,61,85,4761
M,12th,Johnson,12,32053,Daniel Harrison,District,3094650,62,85,4761
M,12th,Johnson,12,31947,Samuel Brown,District,3094650,88,85,4761
M,12th,Johnson,12,31810,Timothy Hartman,District,3094650,98,85,4761
M,12th,Johnson,12,32777,Kevin Brown,District,3094650,56,86,4761
M,12th,Johnson,12,33637,Derek Martinez,District,3094650,65,86,4761
M,12th,Johnson,12,32064,Gary Gonzales,District,3094650,71,86,4761
M,12th,Johnson,12,33926,Christopher Berg,District,3094650,77,86,4761
M,12th,Johnson,12,33908,Johnathan Hopkins,District,3094650,77,86,4761
M,12th,Johnson,12,30062,Christopher Mays,District,3094650,81,86,4761
M,12th,Johnson,12,32128,Paul Oconnor,District,3094650,92,86,4761
M,12th,Johnson,12,30949,Joshua Brown,District,3094650,98,86,4761
M,12th,Johnson,12,33469,Charles Perry,District,3094650,99,86,4761
M,12th,Johnson,12,33412,Tyrone Johnston,District,3094650,55,87,4761
M,12th,Johnson,12,33350,Gene Sanders,District,3094650,56,87,4761
M,12th,Johnson,12,34329,Peter Gillespie,District,3094650,57,87,4761
M,12th,Johnson,12,33930,Donald Villanueva,District,3094650,61,87,4761
M,12th,Johnson,12,32804,Robert Fitzgerald,District,3094650,64,87,4761
M,12th,Johnson,12,33281,Mr. Jeffrey Thompson,District,3094650,68,87,4761
M,12th,Johnson,12,32761,Tyler Serrano,District,3094650,78,87,4761
M,12th,Johnson,12,30592,Mr. Anthony Nunez,District,3094650,80,87,4761
M,12th,Johnson,12,34464,Tyler Bell,District,3094650,82,87,4761
M,12th,Johnson,12,33306,Shawn Baird,District,3094650,84,87,4761
M,12th,Johnson,12,33755,Joseph Landry,District,3094650,85,87,4761
M,12th,Johnson,12,33143,Nathan Sanders,District,3094650,86,87,4761
M,12th,Johnson,12,32640,Benjamin Navarro,District,3094650,61,88,4761
M,12th,Johnson,12,33392,Mario Conner,District,3094650,64,88,4761
M,12th,Johnson,12,31564,William Simpson,District,3094650,75,88,4761
M,12th,Johnson,12,31265,Charles Martinez,District,3094650,77,88,4761
M,12th,Johnson,12,34739,James Taylor,District,3094650,80,88,4761
M,12th,Johnson,12,30539,Thomas Martinez,District,3094650,89,88,4761
M,12th,Johnson,12,33950,Brandon Mccarthy,District,3094650,91,88,4761
M,12th,Johnson,12,31528,Andrew Garrison,District,3094650,92,88,4761
M,12th,Johnson,12,33124,Brian Miller,District,3094650,94,88,4761
M,12th,Johnson,12,33962,Christopher Jones,District,3094650,97,88,4761
M,12th,Johnson,12,33085,Matthew Foster,District,3094650,58,89,4761
M,12th,Johnson,12,33126,James Sandoval,District,3094650,61,89,4761
M,12th,Johnson,12,30520,Kenneth Bright,District,3094650,62,89,4761
M,12th,Johnson,12,32214,Stephen Romero,District,3094650,70,89,4761
M,12th,Johnson,12,30103,Mark Stark,District,3094650,73,89,4761
M,12th,Johnson,12,32507,Don Reynolds,District,3094650,74,89,4761
M,12th,Johnson,12,30558,Brandon Hughes,District,3094650,75,89,4761
M,12th,Johnson,12,33500,Louis Smith MD,District,3094650,75,89,4761
M,12th,Johnson,12,30752,James Johnson,District,3094650,80,89,4761
M,12th,Johnson,12,32020,William Diaz,District,3094650,83,89,4761
M,12th,Johnson,12,32289,Edward Dudley II,District,3094650,84,89,4761
M,12th,Johnson,12,30811,Steven Wilson,District,3094650,85,89,4761
M,12th,Johnson,12,31501,Matthew Snyder,District,3094650,89,89,4761
M,12th,Johnson,12,31323,Bruce Schaefer,District,3094650,97,89,4761
M,12th,Johnson,12,34108,Stephen Armstrong,District,3094650,55,90,4761
M,12th,Johnson,12,30528,Gary Joseph,District,3094650,57,90,4761
M,12th,Johnson,12,34784,Jeremiah Kramer,District,3094650,59,90,4761
M,12th,Johnson,12,34127,Dean Hunter,District,3094650,61,90,4761
M,12th,Johnson,12,33484,Matthew Gutierrez,District,3094650,66,90,4761
M,12th,Johnson,12,33329,Robert Gibson,District,3094650,81,90,4761
M,12th,Johnson,12,30564,Cameron Osborne,District,3094650,86,90,4761
M,12th,Johnson,12,32660,Jason Woodward,District,3094650,86,90,4761
M,12th,Johnson,12,31655,Jon Reynolds,District,3094650,86,90,4761
M,12th,Johnson,12,33269,Thomas Griffith,District,3094650,89,90,4761
M,12th,Johnson,12,30482,Dylan Bonilla,District,3094650,90,90,4761
M,12th,Johnson,12,32793,Robert Allen,District,3094650,58,91,4761
M,12th,Johnson,12,30305,Travis Baker,District,3094650,59,91,4761
M,12th,Johnson,12,33623,Benjamin Hunter,District,3094650,60,91,4761
M,12th,Johnson,12,31817,Kyle Benson,District,3094650,65,91,4761
M,12th,Johnson,12,33632,Blake Wright,District,3094650,68,91,4761
M,12th,Johnson,12,30490,William Koch,District,3094650,71,91,4761
M,12th,Johnson,12,31802,Thomas Watkins,District,3094650,74,91,4761
M,12th,Johnson,12,32084,Thomas Edwards,District,3094650,78,91,4761
M,12th,Johnson,12,31671,Larry Green,District,3094650,81,91,4761
M,12th,Johnson,12,32298,Paul Franklin,District,3094650,81,91,4761
M,12th,Johnson,12,30321,Steven Neal,District,3094650,84,91,4761
M,12th,Johnson,12,32809,Nicholas Zuniga,District,3094650,95,91,4761
M,12th,Johnson,12,31688,Gavin Gilbert,District,3094650,55,92,4761
M,12th,Johnson,12,31875,Michael Medina,District,3094650,59,92,4761
M,12th,Johnson,12,32071,Jose Robinson,District,3094650,62,92,4761
M,12th,Johnson,12,32774,Jacob Murray,District,3094650,64,92,4761
M,12th,Johnson,12,30907,William Mcdonald,District,3094650,69,92,4761
M,12th,Johnson,12,31388,Eric Barker,District,3094650,74,92,4761
M,12th,Johnson,12,32140,Daniel Dean,District,3094650,76,92,4761
M,12th,Johnson,12,34431,Andrew Martinez,District,3094650,78,92,4761
M,12th,Johnson,12,33620,Christopher Stewart DVM,District,3094650,79,92,4761
M,12th,Johnson,12,30215,Sean Rush,District,3094650,81,92,4761
M,12th,Johnson,12,32141,Todd Parsons,District,3094650,82,92,4761
M,12th,Johnson,12,30433,Garrett Bender,District,3094650,83,92,4761
M,12th,Johnson,12,32547,Sean Hurley,District,3094650,83,92,4761
M,12th,Johnson,12,33356,Andrew Goodwin,District,3094650,87,92,4761
M,12th,Johnson,12,30773,Joseph Russell,District,3094650,97,92,4761
M,12th,Johnson,12,33489,Shaun Johnson,District,3094650,97,92,4761
